sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
TripAdivisor_Vi_10047:2	nhân viên lễ tân thân thiện , chỉ có cô nhân viên ngồi ở bàn nhỏ sát với quầy lễ tân ( hình như là bàn quest relation ) là không thân thiện lắm , khách sạn không có business center , nên khi được hỏi thì cô lễ tân có chỉ qua bàn máy đó cho khách sử dụng tạm .	nhân viên lễ tân thân thiện , chỉ có cô nhân viên ngồi ở bàn nhỏ sát với quầy lễ tân ( hình như là bàn quest relation ) là không thân thiện lắm , khách sạn không có business center , nên khi được hỏi thì cô lễ tân có chỉ qua bàn máy đó cho khách sử dụng tạm	service	positive	service positive	no	0	0
TripAdivisor_Vi_10047:2	nhân viên lễ tân thân thiện , chỉ có cô nhân viên ngồi ở bàn nhỏ sát với quầy lễ tân ( hình như là bàn quest relation ) là không thân thiện lắm , khách sạn không có business center , nên khi được hỏi thì cô lễ tân có chỉ qua bàn máy đó cho khách sử dụng tạm .	nhân viên lễ tân thân thiện , chỉ có cô nhân viên ngồi ở bàn nhỏ sát với quầy lễ tân ( hình như là bàn quest relation ) là không thân thiện lắm , khách sạn không có business center , nên khi được hỏi thì cô lễ tân có chỉ qua bàn máy đó cho khách sử dụng tạm	service	negative	service negative	yes	1	62
TripAdivisor_Vi_10047:2	nhân viên lễ tân thân thiện , chỉ có cô nhân viên ngồi ở bàn nhỏ sát với quầy lễ tân ( hình như là bàn quest relation ) là không thân thiện lắm , khách sạn không có business center , nên khi được hỏi thì cô lễ tân có chỉ qua bàn máy đó cho khách sử dụng tạm .	nhân viên lễ tân thân thiện , chỉ có cô nhân viên ngồi ở bàn nhỏ sát với quầy lễ tân ( hình như là bàn quest relation ) là không thân thiện lắm , khách sạn không có business center , nên khi được hỏi thì cô lễ tân có chỉ qua bàn máy đó cho khách sử dụng tạm	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10047:3	bữa ăn sáng ngon và nhiều sự lựa chọn .	bữa ăn sáng ngon và nhiều sự lựa chọn	service	positive	service positive	yes	1	10
TripAdivisor_Vi_10047:3	bữa ăn sáng ngon và nhiều sự lựa chọn .	bữa ăn sáng ngon và nhiều sự lựa chọn	service	negative	service negative	no	0	0
TripAdivisor_Vi_10047:3	bữa ăn sáng ngon và nhiều sự lựa chọn .	bữa ăn sáng ngon và nhiều sự lựa chọn	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10048:0	nhân viên thuyền nên chú ý hơn để cảnh báo khách an toàn trước trời sóng lớn .	nhân viên thuyền nên chú ý hơn để cảnh báo khách an toàn trước trời sóng lớn	service	positive	service positive	no	0	0
TripAdivisor_Vi_10048:0	nhân viên thuyền nên chú ý hơn để cảnh báo khách an toàn trước trời sóng lớn .	nhân viên thuyền nên chú ý hơn để cảnh báo khách an toàn trước trời sóng lớn	service	negative	service negative	yes	1	18
TripAdivisor_Vi_10048:0	nhân viên thuyền nên chú ý hơn để cảnh báo khách an toàn trước trời sóng lớn .	nhân viên thuyền nên chú ý hơn để cảnh báo khách an toàn trước trời sóng lớn	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10050:0	casa marina thân thiệt , dịch vụ tốt .	casa marina thân thiệt , dịch vụ tốt	service	positive	service positive	yes	1	9
TripAdivisor_Vi_10050:0	casa marina thân thiệt , dịch vụ tốt .	casa marina thân thiệt , dịch vụ tốt	service	negative	service negative	no	0	0
TripAdivisor_Vi_10050:0	casa marina thân thiệt , dịch vụ tốt .	casa marina thân thiệt , dịch vụ tốt	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10050:1	khuôn viên xanh sạch .	khuôn viên xanh sạch	experience	positive	experience positive	yes	1	5
TripAdivisor_Vi_10050:1	khuôn viên xanh sạch .	khuôn viên xanh sạch	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10050:1	khuôn viên xanh sạch .	khuôn viên xanh sạch	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10050:2	thiết kế phòng đẹp thoáng đẹp , có tầm nhìn .	thiết kế phòng đẹp thoáng đẹp , có tầm nhìn	facility	positive	facility positive	yes	1	11
TripAdivisor_Vi_10050:2	thiết kế phòng đẹp thoáng đẹp , có tầm nhìn .	thiết kế phòng đẹp thoáng đẹp , có tầm nhìn	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10050:2	thiết kế phòng đẹp thoáng đẹp , có tầm nhìn .	thiết kế phòng đẹp thoáng đẹp , có tầm nhìn	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10050:3	thức ăn rất ngon .	thức ăn rất ngon	service	positive	service positive	yes	1	5
TripAdivisor_Vi_10050:3	thức ăn rất ngon .	thức ăn rất ngon	service	negative	service negative	no	0	0
TripAdivisor_Vi_10050:3	thức ăn rất ngon .	thức ăn rất ngon	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10051:0	mình đánh giá rất cao về các bạn / anh / chị ở nơi đây rất nhiệt tình , vui vẻ .	mình đánh giá rất cao về các bạn / anh / chị ở nơi đây rất nhiệt tình , vui vẻ	service	positive	service positive	yes	1	22
TripAdivisor_Vi_10051:0	mình đánh giá rất cao về các bạn / anh / chị ở nơi đây rất nhiệt tình , vui vẻ .	mình đánh giá rất cao về các bạn / anh / chị ở nơi đây rất nhiệt tình , vui vẻ	service	negative	service negative	no	0	0
TripAdivisor_Vi_10051:0	mình đánh giá rất cao về các bạn / anh / chị ở nơi đây rất nhiệt tình , vui vẻ .	mình đánh giá rất cao về các bạn / anh / chị ở nơi đây rất nhiệt tình , vui vẻ	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10052:0	buổi ăn sáng rất ngon .	buổi ăn sáng rất ngon	service	positive	service positive	yes	1	6
TripAdivisor_Vi_10052:0	buổi ăn sáng rất ngon .	buổi ăn sáng rất ngon	service	negative	service negative	no	0	0
TripAdivisor_Vi_10052:0	buổi ăn sáng rất ngon .	buổi ăn sáng rất ngon	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10052:1	không gian nhà hàng thoải mái và tầm nhìn đẹp .	không gian nhà hàng thoải mái và tầm nhìn đẹp	experience	positive	experience positive	yes	1	11
TripAdivisor_Vi_10052:1	không gian nhà hàng thoải mái và tầm nhìn đẹp .	không gian nhà hàng thoải mái và tầm nhìn đẹp	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10052:1	không gian nhà hàng thoải mái và tầm nhìn đẹp .	không gian nhà hàng thoải mái và tầm nhìn đẹp	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10052:2	phòng ở thì tạm ổn , hơi cao so với 1 . 8 triệu .	phòng ở thì tạm ổn , hơi cao so với 1 . 8 triệu	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10052:2	phòng ở thì tạm ổn , hơi cao so với 1 . 8 triệu .	phòng ở thì tạm ổn , hơi cao so với 1 . 8 triệu	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10052:2	phòng ở thì tạm ổn , hơi cao so với 1 . 8 triệu .	phòng ở thì tạm ổn , hơi cao so với 1 . 8 triệu	facility	neutral	facility neutral	yes	1	15
TripAdivisor_Vi_10052:3	được cái ngay bờ biển thoải mái đi dạo và thưởng thức cảnh đẹp .	được cái ngay bờ biển thoải mái đi dạo và thưởng thức cảnh đẹp	amenity	positive	amenity positive	yes	1	15
TripAdivisor_Vi_10052:3	được cái ngay bờ biển thoải mái đi dạo và thưởng thức cảnh đẹp .	được cái ngay bờ biển thoải mái đi dạo và thưởng thức cảnh đẹp	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10052:3	được cái ngay bờ biển thoải mái đi dạo và thưởng thức cảnh đẹp .	được cái ngay bờ biển thoải mái đi dạo và thưởng thức cảnh đẹp	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10053:0	thấy biển đề khách sạn 5 sao , tuy nhiên cần phải nâng cấp thêm để xứng tầm .	thấy biển đề khách sạn 5 sao , tuy nhiên cần phải nâng cấp thêm để xứng tầm	branding	positive	branding positive	no	0	0
TripAdivisor_Vi_10053:0	thấy biển đề khách sạn 5 sao , tuy nhiên cần phải nâng cấp thêm để xứng tầm .	thấy biển đề khách sạn 5 sao , tuy nhiên cần phải nâng cấp thêm để xứng tầm	branding	negative	branding negative	no	0	0
TripAdivisor_Vi_10053:0	thấy biển đề khách sạn 5 sao , tuy nhiên cần phải nâng cấp thêm để xứng tầm .	thấy biển đề khách sạn 5 sao , tuy nhiên cần phải nâng cấp thêm để xứng tầm	branding	neutral	branding neutral	yes	1	19
TripAdivisor_Vi_10053:1	giá cả hợp lý không muốn nói là rẻ .	giá cả hợp lý không muốn nói là rẻ	experience	positive	experience positive	no	0	0
TripAdivisor_Vi_10053:1	giá cả hợp lý không muốn nói là rẻ .	giá cả hợp lý không muốn nói là rẻ	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10053:1	giá cả hợp lý không muốn nói là rẻ .	giá cả hợp lý không muốn nói là rẻ	experience	neutral	experience neutral	yes	1	10
TripAdivisor_Vi_10053:2	nếu muôn ăn hải sản ngon thì bạn có thể xuống đầm ô loan , hải sản ở đó tươi và rất ngon .	nếu muôn ăn hải sản ngon thì bạn có thể xuống đầm ô loan , hải sản ở đó tươi và rất ngon	service	positive	service positive	no	0	0
TripAdivisor_Vi_10053:2	nếu muôn ăn hải sản ngon thì bạn có thể xuống đầm ô loan , hải sản ở đó tươi và rất ngon .	nếu muôn ăn hải sản ngon thì bạn có thể xuống đầm ô loan , hải sản ở đó tươi và rất ngon	service	negative	service negative	no	0	0
TripAdivisor_Vi_10053:2	nếu muôn ăn hải sản ngon thì bạn có thể xuống đầm ô loan , hải sản ở đó tươi và rất ngon .	nếu muôn ăn hải sản ngon thì bạn có thể xuống đầm ô loan , hải sản ở đó tươi và rất ngon	service	neutral	service neutral	yes	1	24
TripAdivisor_Vi_10053:3	khách sạn xây từ lâu rồi nên hơi cũ .	khách sạn xây từ lâu rồi nên hơi cũ	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10053:3	khách sạn xây từ lâu rồi nên hơi cũ .	khách sạn xây từ lâu rồi nên hơi cũ	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10053:3	khách sạn xây từ lâu rồi nên hơi cũ .	khách sạn xây từ lâu rồi nên hơi cũ	facility	neutral	facility neutral	yes	1	10
TripAdivisor_Vi_10053:4	có 17 tầng , tầng trên cùng là nhà hàng sky bar , có bể bơi tại tầng trệt có thể làm bbq ngoài trời .	có 17 tầng , tầng trên cùng là nhà hàng sky bar , có bể bơi tại tầng trệt có thể làm bbq ngoài trời	facility	positive	facility positive	yes	1	26
TripAdivisor_Vi_10053:4	có 17 tầng , tầng trên cùng là nhà hàng sky bar , có bể bơi tại tầng trệt có thể làm bbq ngoài trời .	có 17 tầng , tầng trên cùng là nhà hàng sky bar , có bể bơi tại tầng trệt có thể làm bbq ngoài trời	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10053:4	có 17 tầng , tầng trên cùng là nhà hàng sky bar , có bể bơi tại tầng trệt có thể làm bbq ngoài trời .	có 17 tầng , tầng trên cùng là nhà hàng sky bar , có bể bơi tại tầng trệt có thể làm bbq ngoài trời	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10053:5	phòng nghỉ cũng khá rộng và đẹp .	phòng nghỉ cũng khá rộng và đẹp	facility	positive	facility positive	yes	1	8
TripAdivisor_Vi_10053:5	phòng nghỉ cũng khá rộng và đẹp .	phòng nghỉ cũng khá rộng và đẹp	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10053:5	phòng nghỉ cũng khá rộng và đẹp .	phòng nghỉ cũng khá rộng và đẹp	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10053:6	điểm cộng của khách sạn là nhân viên từ phục vụ đến lễ tân đều rất dễ thương đúng chất con người phú yên .	điểm cộng của khách sạn là nhân viên từ phục vụ đến lễ tân đều rất dễ thương đúng chất con người phú yên	service	positive	service positive	yes	1	25
TripAdivisor_Vi_10053:6	điểm cộng của khách sạn là nhân viên từ phục vụ đến lễ tân đều rất dễ thương đúng chất con người phú yên .	điểm cộng của khách sạn là nhân viên từ phục vụ đến lễ tân đều rất dễ thương đúng chất con người phú yên	service	negative	service negative	no	0	0
TripAdivisor_Vi_10053:6	điểm cộng của khách sạn là nhân viên từ phục vụ đến lễ tân đều rất dễ thương đúng chất con người phú yên .	điểm cộng của khách sạn là nhân viên từ phục vụ đến lễ tân đều rất dễ thương đúng chất con người phú yên	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10053:7	tuy nhiên nêu muốn đi ra biển thì hơi xa .	tuy nhiên nêu muốn đi ra biển thì hơi xa	amenity	positive	amenity positive	no	0	0
TripAdivisor_Vi_10053:7	tuy nhiên nêu muốn đi ra biển thì hơi xa .	tuy nhiên nêu muốn đi ra biển thì hơi xa	amenity	negative	amenity negative	yes	1	11
TripAdivisor_Vi_10053:7	tuy nhiên nêu muốn đi ra biển thì hơi xa .	tuy nhiên nêu muốn đi ra biển thì hơi xa	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10056:0	cảm nhận đầu tiên là việc đánh giá khách sạn này 5 * là không hợp lý , khách sạn cũng bình thường , không có gì đặc biệt .	cảm nhận đầu tiên là việc đánh giá khách sạn này 5 * là không hợp lý , khách sạn cũng bình thường , không có gì đặc biệt	experience	positive	experience positive	no	0	0
TripAdivisor_Vi_10056:0	cảm nhận đầu tiên là việc đánh giá khách sạn này 5 * là không hợp lý , khách sạn cũng bình thường , không có gì đặc biệt .	cảm nhận đầu tiên là việc đánh giá khách sạn này 5 * là không hợp lý , khách sạn cũng bình thường , không có gì đặc biệt	experience	negative	experience negative	yes	1	30
TripAdivisor_Vi_10056:0	cảm nhận đầu tiên là việc đánh giá khách sạn này 5 * là không hợp lý , khách sạn cũng bình thường , không có gì đặc biệt .	cảm nhận đầu tiên là việc đánh giá khách sạn này 5 * là không hợp lý , khách sạn cũng bình thường , không có gì đặc biệt	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10056:1	các phòng tuy khá lớn , nhưng chưa được sạch sẽ lắm .	các phòng tuy khá lớn , nhưng chưa được sạch sẽ lắm	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10056:1	các phòng tuy khá lớn , nhưng chưa được sạch sẽ lắm .	các phòng tuy khá lớn , nhưng chưa được sạch sẽ lắm	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_10056:1	các phòng tuy khá lớn , nhưng chưa được sạch sẽ lắm .	các phòng tuy khá lớn , nhưng chưa được sạch sẽ lắm	facility	neutral	facility neutral	yes	1	13
TripAdivisor_Vi_10056:2	khách sạn không có lấy một cái máy nổ sao .	khách sạn không có lấy một cái máy nổ sao	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10056:2	khách sạn không có lấy một cái máy nổ sao .	khách sạn không có lấy một cái máy nổ sao	facility	negative	facility negative	yes	1	11
TripAdivisor_Vi_10056:2	khách sạn không có lấy một cái máy nổ sao .	khách sạn không có lấy một cái máy nổ sao	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10056:3	điểm trừ quá lớn ăn sáng cũng là một điểm trừ lớn , 5 * gì mà bữa ăn quá đơn giản , không có nhiều sự lựa chọn .	điểm trừ quá lớn ăn sáng cũng là một điểm trừ lớn , 5 * gì mà bữa ăn quá đơn giản , không có nhiều sự lựa chọn	service	positive	service positive	no	0	0
TripAdivisor_Vi_10056:3	điểm trừ quá lớn ăn sáng cũng là một điểm trừ lớn , 5 * gì mà bữa ăn quá đơn giản , không có nhiều sự lựa chọn .	điểm trừ quá lớn ăn sáng cũng là một điểm trừ lớn , 5 * gì mà bữa ăn quá đơn giản , không có nhiều sự lựa chọn	service	negative	service negative	yes	1	30
TripAdivisor_Vi_10056:3	điểm trừ quá lớn ăn sáng cũng là một điểm trừ lớn , 5 * gì mà bữa ăn quá đơn giản , không có nhiều sự lựa chọn .	điểm trừ quá lớn ăn sáng cũng là một điểm trừ lớn , 5 * gì mà bữa ăn quá đơn giản , không có nhiều sự lựa chọn	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10056:4	một điểm trừ nữa là thái độ của nhân viên phục vụ , do mất điện , nên hay phải đi thang bộ , cửa một phòng không mở được , nhờ nhân viên đi lên kiểm tra , nhưng chờ 10 ' không thấy nhân viên nào .	một điểm trừ nữa là thái độ của nhân viên phục vụ , do mất điện , nên hay phải đi thang bộ , cửa một phòng không mở được , nhờ nhân viên đi lên kiểm tra , nhưng chờ 10 ' không thấy nhân viên nào	service	positive	service positive	no	0	0
TripAdivisor_Vi_10056:4	một điểm trừ nữa là thái độ của nhân viên phục vụ , do mất điện , nên hay phải đi thang bộ , cửa một phòng không mở được , nhờ nhân viên đi lên kiểm tra , nhưng chờ 10 ' không thấy nhân viên nào .	một điểm trừ nữa là thái độ của nhân viên phục vụ , do mất điện , nên hay phải đi thang bộ , cửa một phòng không mở được , nhờ nhân viên đi lên kiểm tra , nhưng chờ 10 ' không thấy nhân viên nào	service	negative	service negative	yes	1	49
TripAdivisor_Vi_10056:4	một điểm trừ nữa là thái độ của nhân viên phục vụ , do mất điện , nên hay phải đi thang bộ , cửa một phòng không mở được , nhờ nhân viên đi lên kiểm tra , nhưng chờ 10 ' không thấy nhân viên nào .	một điểm trừ nữa là thái độ của nhân viên phục vụ , do mất điện , nên hay phải đi thang bộ , cửa một phòng không mở được , nhờ nhân viên đi lên kiểm tra , nhưng chờ 10 ' không thấy nhân viên nào	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10056:5	tổng cục du lịch việt nam cần xem lại cách đánh giá khách sạn , một khách sạn như thế này mà cũng được xếp hạng 5 * .	tổng cục du lịch việt nam cần xem lại cách đánh giá khách sạn , một khách sạn như thế này mà cũng được xếp hạng 5 *	branding	positive	branding positive	no	0	0
TripAdivisor_Vi_10056:5	tổng cục du lịch việt nam cần xem lại cách đánh giá khách sạn , một khách sạn như thế này mà cũng được xếp hạng 5 * .	tổng cục du lịch việt nam cần xem lại cách đánh giá khách sạn , một khách sạn như thế này mà cũng được xếp hạng 5 *	branding	negative	branding negative	yes	1	29
TripAdivisor_Vi_10056:5	tổng cục du lịch việt nam cần xem lại cách đánh giá khách sạn , một khách sạn như thế này mà cũng được xếp hạng 5 * .	tổng cục du lịch việt nam cần xem lại cách đánh giá khách sạn , một khách sạn như thế này mà cũng được xếp hạng 5 *	branding	neutral	branding neutral	no	0	0
TripAdivisor_Vi_1006:0	nhân viên nhiệt tình , chu đáo .	nhân viên nhiệt tình , chu đáo	service	positive	service positive	yes	1	8
TripAdivisor_Vi_1006:0	nhân viên nhiệt tình , chu đáo .	nhân viên nhiệt tình , chu đáo	service	negative	service negative	no	0	0
TripAdivisor_Vi_1006:0	nhân viên nhiệt tình , chu đáo .	nhân viên nhiệt tình , chu đáo	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_1006:1	phòng sạch sẽ , thoáng , yên tĩnh .	phòng sạch sẽ , thoáng , yên tĩnh	facility	positive	facility positive	yes	1	9
TripAdivisor_Vi_1006:1	phòng sạch sẽ , thoáng , yên tĩnh .	phòng sạch sẽ , thoáng , yên tĩnh	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_1006:1	phòng sạch sẽ , thoáng , yên tĩnh .	phòng sạch sẽ , thoáng , yên tĩnh	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_1006:2	gần trung tâm .	gần trung tâm	amenity	positive	amenity positive	yes	1	4
TripAdivisor_Vi_1006:2	gần trung tâm .	gần trung tâm	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_1006:2	gần trung tâm .	gần trung tâm	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_1006:3	đồ ăn sáng đa dạng .	đồ ăn sáng đa dạng	service	positive	service positive	yes	1	6
TripAdivisor_Vi_1006:3	đồ ăn sáng đa dạng .	đồ ăn sáng đa dạng	service	negative	service negative	no	0	0
TripAdivisor_Vi_1006:3	đồ ăn sáng đa dạng .	đồ ăn sáng đa dạng	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_1006:4	trang thiết bị đầy đủ , tiện nghi tốt .	trang thiết bị đầy đủ , tiện nghi tốt	facility	positive	facility positive	yes	1	10
TripAdivisor_Vi_1006:4	trang thiết bị đầy đủ , tiện nghi tốt .	trang thiết bị đầy đủ , tiện nghi tốt	facility	negative	facility negative	no	0	0
TripAdivisor_Vi_1006:4	trang thiết bị đầy đủ , tiện nghi tốt .	trang thiết bị đầy đủ , tiện nghi tốt	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_1006:5	tôi sẽ chọn khách sạn cho chuyến đi công tác lần saun .	tôi sẽ chọn khách sạn cho chuyến đi công tác lần saun	loyalty	positive	loyalty positive	yes	1	13
TripAdivisor_Vi_1006:5	tôi sẽ chọn khách sạn cho chuyến đi công tác lần saun .	tôi sẽ chọn khách sạn cho chuyến đi công tác lần saun	loyalty	negative	loyalty negative	no	0	0
TripAdivisor_Vi_1006:5	tôi sẽ chọn khách sạn cho chuyến đi công tác lần saun .	tôi sẽ chọn khách sạn cho chuyến đi công tác lần saun	loyalty	neutral	loyalty neutral	no	0	0
TripAdivisor_Vi_10062:0	khách sạn 5 sao cendelux nằm tại một vị trí riêng biệt so với phần nhộn nhịp nhất thành phố . tuy nhiên không khó khăn để đến được vị trí trung tâm ( chợ , khu ăn uống . ) chỉ cần một chuyến taxi hoặc chịu khó đi bộ là được .	khách sạn 5 sao cendelux nằm tại một vị trí riêng biệt so với phần nhộn nhịp nhất thành phố . tuy nhiên không khó khăn để đến được vị trí trung tâm ( chợ , khu ăn uống . ) chỉ cần một chuyến taxi hoặc chịu khó đi bộ là được	amenity	positive	amenity positive	no	0	0
TripAdivisor_Vi_10062:0	khách sạn 5 sao cendelux nằm tại một vị trí riêng biệt so với phần nhộn nhịp nhất thành phố . tuy nhiên không khó khăn để đến được vị trí trung tâm ( chợ , khu ăn uống . ) chỉ cần một chuyến taxi hoặc chịu khó đi bộ là được .	khách sạn 5 sao cendelux nằm tại một vị trí riêng biệt so với phần nhộn nhịp nhất thành phố . tuy nhiên không khó khăn để đến được vị trí trung tâm ( chợ , khu ăn uống . ) chỉ cần một chuyến taxi hoặc chịu khó đi bộ là được	amenity	negative	amenity negative	no	0	0
TripAdivisor_Vi_10062:0	khách sạn 5 sao cendelux nằm tại một vị trí riêng biệt so với phần nhộn nhịp nhất thành phố . tuy nhiên không khó khăn để đến được vị trí trung tâm ( chợ , khu ăn uống . ) chỉ cần một chuyến taxi hoặc chịu khó đi bộ là được .	khách sạn 5 sao cendelux nằm tại một vị trí riêng biệt so với phần nhộn nhịp nhất thành phố . tuy nhiên không khó khăn để đến được vị trí trung tâm ( chợ , khu ăn uống . ) chỉ cần một chuyến taxi hoặc chịu khó đi bộ là được	amenity	neutral	amenity neutral	no	0	0
TripAdivisor_Vi_10062:1	view ngắm cảnh từ những tầng cao của khách sạn khá ổn , hùng vĩ của những dãy núi và bình yên với những cánh đồng .	view ngắm cảnh từ những tầng cao của khách sạn khá ổn , hùng vĩ của những dãy núi và bình yên với những cánh đồng	experience	positive	experience positive	yes	1	27
TripAdivisor_Vi_10062:1	view ngắm cảnh từ những tầng cao của khách sạn khá ổn , hùng vĩ của những dãy núi và bình yên với những cánh đồng .	view ngắm cảnh từ những tầng cao của khách sạn khá ổn , hùng vĩ của những dãy núi và bình yên với những cánh đồng	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10062:1	view ngắm cảnh từ những tầng cao của khách sạn khá ổn , hùng vĩ của những dãy núi và bình yên với những cánh đồng .	view ngắm cảnh từ những tầng cao của khách sạn khá ổn , hùng vĩ của những dãy núi và bình yên với những cánh đồng	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10062:2	đồ ăn chưa phong phú và lặp lại quá nhiều .	đồ ăn chưa phong phú và lặp lại quá nhiều	service	positive	service positive	no	0	0
TripAdivisor_Vi_10062:2	đồ ăn chưa phong phú và lặp lại quá nhiều .	đồ ăn chưa phong phú và lặp lại quá nhiều	service	negative	service negative	yes	1	11
TripAdivisor_Vi_10062:2	đồ ăn chưa phong phú và lặp lại quá nhiều .	đồ ăn chưa phong phú và lặp lại quá nhiều	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10062:3	dịch vụ chưa được chuyên nghiệp xứng đáng với tiêu chuẩn 5 sao .	dịch vụ chưa được chuyên nghiệp xứng đáng với tiêu chuẩn 5 sao	branding	positive	branding positive	no	0	0
TripAdivisor_Vi_10062:3	dịch vụ chưa được chuyên nghiệp xứng đáng với tiêu chuẩn 5 sao .	dịch vụ chưa được chuyên nghiệp xứng đáng với tiêu chuẩn 5 sao	branding	negative	branding negative	yes	1	14
TripAdivisor_Vi_10062:3	dịch vụ chưa được chuyên nghiệp xứng đáng với tiêu chuẩn 5 sao .	dịch vụ chưa được chuyên nghiệp xứng đáng với tiêu chuẩn 5 sao	branding	neutral	branding neutral	no	0	0
TripAdivisor_Vi_10065:0	phù hợp với khách đi công tác , làm việc , không quá coi trọng hình thức và dịch vụ .	phù hợp với khách đi công tác , làm việc , không quá coi trọng hình thức và dịch vụ	experience	positive	experience positive	no	0	0
TripAdivisor_Vi_10065:0	phù hợp với khách đi công tác , làm việc , không quá coi trọng hình thức và dịch vụ .	phù hợp với khách đi công tác , làm việc , không quá coi trọng hình thức và dịch vụ	experience	negative	experience negative	no	0	0
TripAdivisor_Vi_10065:0	phù hợp với khách đi công tác , làm việc , không quá coi trọng hình thức và dịch vụ .	phù hợp với khách đi công tác , làm việc , không quá coi trọng hình thức và dịch vụ	experience	neutral	experience neutral	yes	1	21
TripAdivisor_Vi_10065:1	khách sạn kiểu của nhà nước , nên hơi cũ kỹ và chưa được chăm sóc chu đáo .	khách sạn kiểu của nhà nước , nên hơi cũ kỹ và chưa được chăm sóc chu đáo	experience	positive	experience positive	no	0	0
TripAdivisor_Vi_10065:1	khách sạn kiểu của nhà nước , nên hơi cũ kỹ và chưa được chăm sóc chu đáo .	khách sạn kiểu của nhà nước , nên hơi cũ kỹ và chưa được chăm sóc chu đáo	experience	negative	experience negative	yes	1	19
TripAdivisor_Vi_10065:1	khách sạn kiểu của nhà nước , nên hơi cũ kỹ và chưa được chăm sóc chu đáo .	khách sạn kiểu của nhà nước , nên hơi cũ kỹ và chưa được chăm sóc chu đáo	experience	neutral	experience neutral	no	0	0
TripAdivisor_Vi_10065:2	nhân viên khá nhiệt tình .	nhân viên khá nhiệt tình	service	positive	service positive	yes	1	6
TripAdivisor_Vi_10065:2	nhân viên khá nhiệt tình .	nhân viên khá nhiệt tình	service	negative	service negative	no	0	0
TripAdivisor_Vi_10065:2	nhân viên khá nhiệt tình .	nhân viên khá nhiệt tình	service	neutral	service neutral	no	0	0
TripAdivisor_Vi_10065:3	phòng ở không đẹp , cửa phòng hơi khó mở .	phòng ở không đẹp , cửa phòng hơi khó mở	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10065:3	phòng ở không đẹp , cửa phòng hơi khó mở .	phòng ở không đẹp , cửa phòng hơi khó mở	facility	negative	facility negative	yes	1	11
TripAdivisor_Vi_10065:3	phòng ở không đẹp , cửa phòng hơi khó mở .	phòng ở không đẹp , cửa phòng hơi khó mở	facility	neutral	facility neutral	no	0	0
TripAdivisor_Vi_10065:4	phòng tắm có bồn tắm nhưng không thực sự hữu dụng .	phòng tắm có bồn tắm nhưng không thực sự hữu dụng	facility	positive	facility positive	no	0	0
TripAdivisor_Vi_10065:4	phòng tắm có bồn tắm nhưng không thực sự hữu dụng .	phòng tắm có bồn tắm nhưng không thực sự hữu dụng	facility	negative	facility negative	yes	1	12
